blaster,6862,4268,50,25
blaster,1939,5177,50,25
speeder,6766,2286,30,20
speeder,2139,6345,30,20
blaster,277,3167,50,25
destroyer,6422,7806,50,75
blaster,4428,1113,50,25
destroyer,1442,4746,50,75
destroyer,7010,7724,50,75
speeder,458,9128,30,20
speeder,6679,6821,30,20
blaster,2504,342,50,25
speeder,7255,2944,30,20
speeder,7858,9767,30,20
blaster,6210,8257,50,25
speeder,4454,5851,30,20
blaster,4185,2236,50,25
blaster,4427,9260,50,25
destroyer,4410,1517,50,75
blaster,5853,8279,50,25
boss,1157,8255,100,75
boss,3009,486,100,75
destroyer,174,165,50,75
boss,5272,944,100,75
boss,5673,3740,100,75
blaster,748,295,50,25
boss,3677,8370,100,75
boss,3978,1007,100,75
destroyer,651,3139,50,75
blaster,6515,8694,50,25
speeder,6508,5539,30,20
destroyer,5894,7725,50,75
blaster,6194,3060,50,25
speeder,4729,8824,30,20
boss,3574,8439,100,75
boss,6687,2776,100,75
blaster,3754,1262,50,25
speeder,2697,9110,30,20
destroyer,6723,5564,50,75
blaster,4989,9061,50,25
speeder,3291,3915,30,20
blaster,3239,2505,50,25
speeder,3211,7637,30,20
blaster,6234,3551,50,25
blaster,3640,7809,50,25
speeder,3733,7242,30,20
blaster,290,2005,50,25
blaster,7893,7875,50,25
boss,4233,5133,100,75
blaster,7694,9700,50,25
blaster,6845,3813,50,25
speeder,353,4230,30,20
speeder,2224,4589,30,20
speeder,2105,5099,30,20
destroyer,5744,6373,50,75
boss,6001,8378,100,75
boss,7863,3668,100,75
boss,1223,2605,100,75
speeder,3897,9481,30,20
speeder,1238,8481,30,20
speeder,4709,71,30,20
blaster,5202,7842,50,25
blaster,7061,4556,50,25
blaster,2658,6086,50,25
boss,648,5703,100,75
blaster,2823,5651,50,25
blaster,1242,2139,50,25
blaster,1974,5533,50,25
destroyer,3894,1750,50,75
speeder,3294,567,30,20
speeder,4968,5003,30,20
speeder,302,9338,30,20
blaster,876,4141,50,25
blaster,2839,8715,50,25
speeder,6556,6429,30,20
destroyer,7474,2568,50,75
blaster,3721,3007,50,25
blaster,4746,3702,50,25
destroyer,1742,2684,50,75
boss,5965,4095,100,75
boss,859,192,100,75
blaster,40,4345,50,25
blaster,5378,3328,50,25
destroyer,7238,4212,50,75
blaster,7795,2753,50,25
blaster,3410,9527,50,25
boss,4586,5592,100,75
blaster,5354,5164,50,25
blaster,7186,3319,50,25
blaster,4481,3011,50,25
speeder,7007,6383,30,20
destroyer,5825,4678,50,75
blaster,6119,8907,50,25
boss,6484,9600,100,75
blaster,6813,7295,50,25
speeder,5894,3559,30,20
boss,3591,3640,100,75
destroyer,5859,1890,50,75
destroyer,1056,8185,50,75
blaster,4761,8857,50,25
speeder,4025,2352,30,20
blaster,6757,1142,50,25
blaster,2646,5495,50,25
speeder,3322,1414,30,20
speeder,7164,6349,30,20
blaster,381,4816,50,25
speeder,1412,6430,30,20
blaster,4325,4282,50,25
speeder,7090,9628,30,20
speeder,6330,7826,30,20
blaster,7678,6551,50,25
blaster,4824,3206,50,25
blaster,5883,8537,50,25
speeder,4422,972,30,20
blaster,3338,6336,50,25
destroyer,4846,4205,50,75
blaster,4545,91,50,25
blaster,7933,6974,50,25
blaster,6638,8279,50,25
blaster,5862,9498,50,25
blaster,2777,9475,50,25
speeder,1324,628,30,20
blaster,1100,7025,50,25
blaster,6580,2446,50,25
blaster,4244,7396,50,25
blaster,4341,215,50,25
blaster,4331,3982,50,25
speeder,1955,863,30,20
blaster,2796,7940,50,25
blaster,3046,452,50,25
blaster,1359,6206,50,25
blaster,3093,3593,50,25
speeder,3419,7756,30,20
speeder,983,2097,30,20
boss,740,1309,100,75
destroyer,4479,3440,50,75
speeder,2058,6155,30,20
blaster,1750,1113,50,25
destroyer,5,1887,50,75
blaster,3725,862,50,25
destroyer,7216,4754,50,75
blaster,4553,6485,50,25
blaster,7894,6633,50,25
boss,7775,802,100,75
blaster,1359,707,50,25
blaster,2525,4792,50,25
blaster,5689,1246,50,25
blaster,3233,9643,50,25
blaster,6546,2599,50,25
blaster,4645,8009,50,25
boss,7185,429,100,75
speeder,2888,7982,30,20
speeder,4246,1968,30,20
destroyer,2558,4324,50,75
blaster,4435,594,50,25
blaster,4117,8748,50,25
boss,4297,9340,100,75
speeder,7123,3593,30,20
blaster,3227,2053,50,25
boss,5770,1620,100,75
blaster,4555,5220,50,25
blaster,7199,7011,50,25
blaster,5146,742,50,25
speeder,5788,5274,30,20
destroyer,5933,9214,50,75
destroyer,2072,4059,50,75
speeder,5502,3516,30,20
blaster,1689,2669,50,25
boss,5876,8726,100,75
speeder,3464,3387,30,20
speeder,1346,3665,30,20
speeder,7297,3865,30,20
speeder,1763,8010,30,20
boss,4825,1717,100,75
blaster,50,8134,50,25
boss,2523,5689,100,75
blaster,749,9777,50,25
blaster,5385,6137,50,25
blaster,1448,8420,50,25
speeder,6891,9334,30,20
blaster,1216,1010,50,25
boss,5379,5608,100,75
blaster,6579,3093,50,25
blaster,6277,9895,50,25
speeder,5514,1546,30,20
speeder,5606,4242,30,20
blaster,154,8501,50,25
speeder,4754,2786,30,20
boss,1549,5320,100,75
blaster,1053,5303,50,25
boss,1961,9570,100,75
boss,2156,6482,100,75
blaster,401,3677,50,25
boss,1398,7182,100,75
speeder,5908,8613,30,20
blaster,2582,6735,50,25
speeder,6789,8592,30,20
boss,1702,2266,100,75
speeder,6365,3531,30,20
destroyer,381,8090,50,75
speeder,2630,9341,30,20
speeder,3428,6709,30,20
blaster,2197,2276,50,25
blaster,1317,5609,50,25
blaster,6641,2514,50,25
boss,732,6558,100,75
speeder,1623,7723,30,20
blaster,3783,7060,50,25
blaster,3610,9892,50,25
speeder,4560,7678,30,20
speeder,3830,9910,30,20
speeder,2974,4982,30,20
boss,490,1385,100,75
speeder,969,280,30,20
boss,4632,8920,100,75
destroyer,691,9577,50,75
blaster,7075,6959,50,25
blaster,2146,6132,50,25
blaster,3406,470,50,25
speeder,5069,437,30,20
destroyer,6827,9063,50,75
boss,7877,3425,100,75
speeder,3649,6170,30,20
blaster,5775,8462,50,25
boss,1442,6871,100,75
blaster,6604,8795,50,25
speeder,5350,2243,30,20
speeder,3950,6364,30,20
blaster,6129,3088,50,25
blaster,2433,5789,50,25
speeder,7014,8214,30,20
speeder,2887,6670,30,20
destroyer,3584,8230,50,75
blaster,4972,2268,50,25
speeder,6567,4695,30,20
speeder,2736,2039,30,20
blaster,2884,6398,50,25
blaster,1566,2612,50,25
destroyer,7590,2517,50,75
speeder,3547,4465,30,20
boss,3769,2259,100,75
speeder,5987,1022,30,20
blaster,5212,8345,50,25
blaster,1178,1606,50,25
blaster,2682,6296,50,25
boss,6548,9336,100,75
blaster,3860,1737,50,25
boss,311,4932,100,75
speeder,6903,272,30,20
boss,5140,2209,100,75
blaster,3172,840,50,25
blaster,4757,815,50,25
blaster,2447,271,50,25
boss,4058,9108,100,75
blaster,1827,6914,50,25
boss,4371,9921,100,75
blaster,2291,7810,50,25
destroyer,3113,696,50,75
speeder,934,3226,30,20
blaster,4920,2915,50,25
destroyer,2955,1735,50,75
blaster,4787,7835,50,25
blaster,1742,9649,50,25
blaster,452,8771,50,25
boss,5087,7292,100,75
blaster,2549,1414,50,25
blaster,1656,444,50,25
blaster,3764,985,50,25
destroyer,5464,4320,50,75
speeder,2473,3600,30,20
blaster,118,24,50,25
blaster,5821,8569,50,25
blaster,821,2119,50,25
blaster,3382,2647,50,25
blaster,5818,1865,50,25
boss,5657,7457,100,75
blaster,343,6393,50,25
blaster,4095,9654,50,25
blaster,6542,3715,50,25
destroyer,259,9584,50,75
destroyer,1,2442,50,75
destroyer,924,3202,50,75
blaster,6184,1904,50,25
boss,3808,2425,100,75
speeder,938,1329,30,20
blaster,1868,7257,50,25
blaster,7123,3371,50,25
boss,7165,6051,100,75
blaster,4883,9694,50,25
blaster,1182,6054,50,25
destroyer,7784,8173,50,75
blaster,2758,9222,50,25
blaster,3003,747,50,25
blaster,6331,1015,50,25
blaster,3774,4836,50,25
speeder,4065,3200,30,20
boss,7331,6659,100,75
boss,4871,2583,100,75
destroyer,1464,8758,50,75
destroyer,2967,6086,50,75
boss,1847,1328,100,75
blaster,5450,2154,50,25
speeder,2766,2290,30,20
destroyer,7427,9369,50,75
destroyer,227,1880,50,75
boss,1327,5367,100,75
boss,1346,9205,100,75
blaster,7247,9936,50,25
blaster,7912,8870,50,25
blaster,310,8446,50,25
speeder,7170,9609,30,20
speeder,1807,9659,30,20
boss,2063,767,100,75
boss,5782,3479,100,75
blaster,68,3507,50,25
destroyer,676,7350,50,75
blaster,1993,6474,50,25
destroyer,2108,5978,50,75
speeder,7303,8362,30,20
blaster,6414,7623,50,25
speeder,54,9170,30,20
blaster,6952,9093,50,25
blaster,5666,7581,50,25
blaster,6839,958,50,25
speeder,1061,8302,30,20
speeder,61,3256,30,20
boss,7323,2224,100,75
blaster,3139,4284,50,25
blaster,76,8596,50,25
destroyer,1118,6568,50,75
speeder,5204,7616,30,20
destroyer,5773,7407,50,75
speeder,7273,6891,30,20
blaster,7481,1413,50,25
blaster,3764,3237,50,25
boss,6755,448,100,75
boss,6951,6380,100,75
blaster,168,903,50,25
blaster,4873,9648,50,25
speeder,4323,7252,30,20
blaster,675,5268,50,25
boss,3728,1626,100,75
speeder,6754,6227,30,20
blaster,6977,1308,50,25
blaster,7362,9552,50,25
blaster,7604,510,50,25
speeder,4933,3013,30,20
blaster,2292,5397,50,25
boss,6794,5770,100,75
destroyer,6309,3281,50,75
destroyer,287,669,50,75
blaster,4083,1226,50,25
boss,5959,3721,100,75
destroyer,2190,6876,50,75
speeder,5321,673,30,20
blaster,3288,5854,50,25
blaster,973,1768,50,25
speeder,6792,7106,30,20
speeder,2747,8413,30,20
destroyer,4630,4237,50,75
blaster,6105,2756,50,25
blaster,494,2412,50,25
blaster,4728,5661,50,25
boss,3932,6773,100,75
boss,5287,4499,100,75
destroyer,2101,636,50,75
destroyer,2295,502,50,75
blaster,4193,5569,50,25
speeder,3292,1429,30,20
speeder,3564,5120,30,20
blaster,1582,3147,50,25
blaster,3139,1467,50,25
speeder,2790,7005,30,20
blaster,1929,3626,50,25
destroyer,1493,4427,50,75
blaster,877,1003,50,25
speeder,1198,8202,30,20
destroyer,5956,176,50,75
blaster,2663,1441,50,25
boss,5400,8919,100,75
blaster,2303,7738,50,25
speeder,1783,2345,30,20
boss,4587,7834,100,75
blaster,3414,3647,50,25
speeder,3527,4656,30,20
blaster,6577,7298,50,25
speeder,7850,5015,30,20
boss,3942,8267,100,75
destroyer,7505,7316,50,75
speeder,2683,6653,30,20
blaster,4234,5084,50,25
destroyer,3555,4717,50,75
speeder,5755,6944,30,20
destroyer,1433,9338,50,75
speeder,2962,5719,30,20
speeder,1463,3262,30,20
blaster,7126,547,50,25
destroyer,2620,9375,50,75
speeder,6890,3407,30,20
speeder,5125,1378,30,20
destroyer,709,3846,50,75
destroyer,7768,6411,50,75
blaster,1733,6605,50,25
speeder,131,3403,30,20
blaster,1214,5209,50,25
boss,7613,3978,100,75
blaster,206,8122,50,25
blaster,1491,3632,50,25
boss,4981,1522,100,75
blaster,7477,2566,50,25
destroyer,6385,2803,50,75
blaster,2898,5441,50,25
speeder,287,4337,30,20
blaster,7336,1363,50,25
boss,270,380,100,75
boss,1564,8303,100,75
speeder,6034,6991,30,20
blaster,7756,1769,50,25
destroyer,7450,3152,50,75
blaster,6334,9541,50,25
speeder,3179,7728,30,20
blaster,7573,1662,50,25
blaster,1728,8719,50,25
blaster,2152,6317,50,25
destroyer,1662,3726,50,75
boss,429,1935,100,75
blaster,2188,5947,50,25
blaster,2420,359,50,25
blaster,6980,4505,50,25
blaster,7565,7510,50,25
blaster,6566,2507,50,25
speeder,4880,7600,30,20
speeder,331,3559,30,20
destroyer,7854,4000,50,75
boss,3920,5481,100,75
blaster,5168,2309,50,25
blaster,6455,1188,50,25
blaster,5369,6334,50,25
boss,3188,7895,100,75
blaster,4158,2231,50,25
destroyer,4932,8883,50,75
blaster,7559,6185,50,25
destroyer,6941,4558,50,75
boss,5324,7927,100,75
blaster,5401,4034,50,25
speeder,485,2862,30,20
blaster,6852,9368,50,25
boss,1575,9711,100,75
blaster,5341,7100,50,25
destroyer,7353,6999,50,75
blaster,757,4827,50,25
blaster,3287,1585,50,25
speeder,1369,3957,30,20
speeder,7684,4850,30,20
speeder,2783,5587,30,20
destroyer,6224,5143,50,75
boss,6446,5564,100,75
speeder,3873,5185,30,20
destroyer,7510,2378,50,75
destroyer,3574,159,50,75
speeder,6533,4340,30,20
blaster,2589,8512,50,25
destroyer,2355,3398,50,75
speeder,5681,2743,30,20
blaster,5993,6151,50,25
destroyer,5283,7489,50,75
speeder,3210,4136,30,20
blaster,5066,764,50,25
speeder,4532,4735,30,20
speeder,5191,7294,30,20
blaster,1788,5264,50,25
blaster,6826,3128,50,25
boss,6902,7828,100,75
speeder,5233,1546,30,20
destroyer,5616,3149,50,75
blaster,2088,4786,50,25
blaster,4350,2932,50,25
speeder,5077,5094,30,20
blaster,1281,5665,50,25
blaster,2310,1828,50,25
speeder,7739,6709,30,20
blaster,1084,3480,50,25
speeder,6317,1518,30,20
speeder,4734,1731,30,20
speeder,1661,9518,30,20
destroyer,1718,4592,50,75
destroyer,5061,7456,50,75
boss,2515,5875,100,75
blaster,7035,7712,50,25
blaster,768,9173,50,25
blaster,5290,1173,50,25
speeder,1359,5795,30,20
blaster,5579,3733,50,25
speeder,999,2912,30,20
speeder,2915,9665,30,20
speeder,241,8863,30,20
speeder,3866,8593,30,20
speeder,5004,5814,30,20
blaster,3688,7068,50,25
speeder,7648,6124,30,20
destroyer,6625,1027,50,75
blaster,4374,8158,50,25
blaster,6000,6866,50,25
